Teacher,Subject,Class,Hours,Shift,Subgroup,RoomType
Учитель_Інформатика_74,Інформатика,6-К,2,2,1,it
Учитель_Інформатика_19,Інформатика,6-К,2,2,2,it
Учитель_Укр. мова_48,Укр. мова,7-А,3,2,whole,standard
Учитель_Математика_142,Математика,7-А,4,2,whole,standard
Учитель_Англ. мова_8,Англ. мова,7-А,3,2,1,standard
Учитель_Англ. мова_13,Англ. мова,7-А,3,2,2,standard
Учитель_Фізична культура_87,Фізична культура,7-А,3,2,whole,gym
Учитель_Інформатика_19,Інформатика,7-А,2,2,1,it
Учитель_Інформатика_74,Інформатика,7-А,2,2,2,it
Учитель_Фізика_10,Фізика,7-А,2,2,whole,physics
Учитель_Хімія_6,Хімія,7-А,2,2,whole,chemistry
Учитель_Біологія_46,Біологія,7-А,2,2,whole,bio
Учитель_Географія_22,Географія,7-А,2,2,whole,standard
Учитель_Історія України_17,Історія України,7-А,2,2,whole,standard
Учитель_Укр. мова_36,Укр. мова,7-Б,3,2,whole,standard
Учитель_Математика_167,Математика,7-Б,4,2,whole,standard
Учитель_Англ. мова_18,Англ. мова,7-Б,3,2,1,standard
Учитель_Англ. мова_66,Англ. мова,7-Б,3,2,2,standard
Учитель_Фізична культура_53,Фізична культура,7-Б,3,2,whole,gym
Учитель_Інформатика_100,Інформатика,7-Б,2,2,1,it
Учитель_Інформатика_151,Інформатика,7-Б,2,2,2,it
Учитель_Фізика_32,Фізика,7-Б,2,2,whole,physics
Учитель_Хімія_45,Хімія,7-Б,2,2,whole,chemistry
Учитель_Біологія_49,Біологія,7-Б,2,2,whole,bio
Учитель_Географія_62,Географія,7-Б,2,2,whole,standard
Учитель_Історія України_31,Історія України,7-Б,2,2,whole,standard
Учитель_Укр. мова_25,Укр. мова,7-В,3,2,whole,standard
Учитель_Математика_168,Математика,7-В,4,2,whole,standard
Учитель_Англ. мова_77,Англ. мова,7-В,3,2,1,standard
Учитель_Англ. мова_79,Англ. мова,7-В,3,2,2,standard
Учитель_Фізична культура_35,Фізична культура,7-В,3,2,whole,gym
Учитель_Інформатика_154,Інформатика,7-В,2,2,1,it
Учитель_Інформатика_155,Інформатика,7-В,2,2,2,it
Учитель_Фізика_38,Фізика,7-В,2,2,whole,physics
Учитель_Хімія_58,Хімія,7-В,2,2,whole,chemistry
Учитель_Біологія_51,Біологія,7-В,2,2,whole,bio
Учитель_Географія_148,Географія,7-В,2,2,whole,standard
Учитель_Історія України_34,Історія України,7-В,2,2,whole,standard
Учитель_Укр. мова_24,Укр. мова,7-Г,3,2,whole,standard
Учитель_Математика_168,Математика,7-Г,4,2,whole,standard
Учитель_Англ. мова_83,Англ. мова,7-Г,3,2,1,standard
Учитель_Англ. мова_97,Англ. мова,7-Г,3,2,2,standard
Учитель_Фізична культура_33,Фізична культура,7-Г,3,2,whole,gym
Учитель_Інформатика_155,Інформатика,7-Г,2,2,1,it
Учитель_Інформатика_154,Інформатика,7-Г,2,2,2,it
Учитель_Фізика_63,Фізика,7-Г,2,2,whole,physics
Учитель_Хімія_78,Хімія,7-Г,2,2,whole,chemistry
Учитель_Біологія_54,Біологія,7-Г,2,2,whole,bio
Учитель_Географія_162,Географія,7-Г,2,2,whole,standard
Учитель_Історія України_39,Історія України,7-Г,2,2,whole,standard
Учитель_Укр. мова_23,Укр. мова,7-Д,3,2,whole,standard
Учитель_Математика_167,Математика,7-Д,4,2,whole,standard
Учитель_Англ. мова_113,Англ. мова,7-Д,3,2,1,standard
Учитель_Англ. мова_132,Англ. мова,7-Д,3,2,2,standard
Учитель_Фізична культура_33,Фізична культура,7-Д,3,2,whole,gym
Учитель_Інформатика_151,Інформатика,7-Д,2,2,1,it
Учитель_Інформатика_100,Інформатика,7-Д,2,2,2,it
Учитель_Фізика_65,Фізика,7-Д,2,2,whole,physics
Учитель_Хімія_89,Хімія,7-Д,2,2,whole,chemistry
Учитель_Біологія_61,Біологія,7-Д,2,2,whole,bio
Учитель_Географія_162,Географія,7-Д,2,2,whole,standard
Учитель_Історія України_69,Історія України,7-Д,2,2,whole,standard
Учитель_Укр. мова_1,Укр. мова,7-Е,3,2,whole,standard
Учитель_Математика_142,Математика,7-Е,4,2,whole,standard
Учитель_Англ. мова_136,Англ. мова,7-Е,3,2,1,standard
Учитель_Англ. мова_140,Англ. мова,7-Е,3,2,2,standard
Учитель_Фізична культура_35,Фізична культура,7-Е,3,2,whole,gym
Учитель_Інформатика_74,Інформатика,7-Е,2,2,1,it
Учитель_Інформатика_19,Інформатика,7-Е,2,2,2,it
Учитель_Фізика_67,Фізика,7-Е,2,2,whole,physics
Учитель_Хімія_93,Хімія,7-Е,2,2,whole,chemistry
Учитель_Біологія_64,Біологія,7-Е,2,2,whole,bio
Учитель_Географія_148,Географія,7-Е,2,2,whole,standard
Учитель_Історія України_73,Історія України,7-Е,2,2,whole,standard
Учитель_Укр. мова_1,Укр. мова,7-Ж,3,2,whole,standard
Учитель_Математика_101,Математика,7-Ж,4,2,whole,standard
Учитель_Англ. мова_144,Англ. мова,7-Ж,3,2,1,standard
Учитель_Англ. мова_146,Англ. мова,7-Ж,3,2,2,standard
Учитель_Фізична культура_53,Фізична культура,7-Ж,3,2,whole,gym
Учитель_Інформатика_19,Інформатика,7-Ж,2,2,1,it
Учитель_Інформатика_74,Інформатика,7-Ж,2,2,2,it
Учитель_Фізика_81,Фізика,7-Ж,2,2,whole,physics
Учитель_Хімія_109,Хімія,7-Ж,2,2,whole,chemistry
Учитель_Біологія_68,Біологія,7-Ж,2,2,whole,bio
Учитель_Географія_62,Географія,7-Ж,2,2,whole,standard
Учитель_Історія України_94,Історія України,7-Ж,2,2,whole,standard
Учитель_Укр. мова_23,Укр. мова,7-З,3,2,whole,standard
Учитель_Математика_47,Математика,7-З,4,2,whole,standard
Учитель_Англ. мова_156,Англ. мова,7-З,3,2,1,standard
Учитель_Англ. мова_156,Англ. мова,7-З,3,2,2,standard
Учитель_Фізична культура_87,Фізична культура,7-З,3,2,whole,gym
Учитель_Інформатика_100,Інформатика,7-З,2,2,1,it
Учитель_Інформатика_151,Інформатика,7-З,2,2,2,it
Учитель_Фізика_84,Фізика,7-З,2,2,whole,physics
Учитель_Хімія_119,Хімія,7-З,2,2,whole,chemistry
Учитель_Біологія_91,Біологія,7-З,2,2,whole,bio
Учитель_Географія_22,Географія,7-З,2,2,whole,standard
Учитель_Історія України_102,Історія України,7-З,2,2,whole,standard
Учитель_Укр. мова_24,Укр. мова,7-И,3,2,whole,standard
Учитель_Математика_21,Математика,7-И,4,2,whole,standard
Учитель_Англ. мова_146,Англ. мова,7-И,3,2,1,standard
Учитель_Англ. мова_144,Англ. мова,7-И,3,2,2,standard
Учитель_Фізична культура_104,Фізична культура,7-И,3,2,whole,gym
Учитель_Інформатика_154,Інформатика,7-И,2,2,1,it
Учитель_Інформатика_155,Інформатика,7-И,2,2,2,it
Учитель_Фізика_108,Фізика,7-И,2,2,whole,physics
Учитель_Хімія_127,Хімія,7-И,2,2,whole,chemistry
Учитель_Біологія_123,Біологія,7-И,2,2,whole,bio
Учитель_Географія_22,Географія,7-И,2,2,whole,standard
Учитель_Історія України_124,Історія України,7-И,2,2,whole,standard
Учитель_Укр. мова_25,Укр. мова,7-К,3,2,whole,standard
Учитель_Математика_14,Математика,7-К,4,2,whole,standard
Учитель_Англ. мова_140,Англ. мова,7-К,3,2,1,standard
Учитель_Англ. мова_136,Англ. мова,7-К,3,2,2,standard
Учитель_Фізична культура_115,Фізична культура,7-К,3,2,whole,gym
Учитель_Інформатика_155,Інформатика,7-К,2,2,1,it
Учитель_Інформатика_154,Інформатика,7-К,2,2,2,it
Учитель_Фізика_111,Фізика,7-К,2,2,whole,physics
Учитель_Хімія_129,Хімія,7-К,2,2,whole,chemistry
Учитель_Біологія_134,Біологія,7-К,2,2,whole,bio
Учитель_Географія_62,Географія,7-К,2,2,whole,standard
Учитель_Історія України_135,Історія України,7-К,2,2,whole,standard
Учитель_Укр. мова_36,Укр. мова,8-А,3,2,whole,standard
Учитель_Математика_5,Математика,8-А,4,2,whole,standard
Учитель_Англ. мова_132,Англ. мова,8-А,3,2,1,standard
Учитель_Англ. мова_113,Англ. мова,8-А,3,2,2,standard
Учитель_Фізична культура_117,Фізична культура,8-А,3,2,whole,gym
Учитель_Інформатика_151,Інформатика,8-А,2,2,1,it
Учитель_Інформатика_100,Інформатика,8-А,2,2,2,it
Учитель_Фізика_118,Фізика,8-А,2,2,whole,physics
Учитель_Хімія_143,Хімія,8-А,2,2,whole,chemistry
Учитель_Біологія_153,Біологія,8-А,2,2,whole,bio
Учитель_Географія_148,Географія,8-А,2,2,whole,standard
Учитель_Історія України_138,Історія України,8-А,2,2,whole,standard
Учитель_Укр. мова_48,Укр. мова,8-Б,3,2,whole,standard
Учитель_Математика_4,Математика,8-Б,4,2,whole,standard
Учитель_Англ. мова_97,Англ. мова,8-Б,3,2,1,standard
Учитель_Англ. мова_83,Англ. мова,8-Б,3,2,2,standard
Учитель_Фізична культура_128,Фізична культура,8-Б,3,2,whole,gym
Учитель_Інформатика_74,Інформатика,8-Б,2,2,1,it
Учитель_Інформатика_19,Інформатика,8-Б,2,2,2,it
Учитель_Фізика_130,Фізика,8-Б,2,2,whole,physics
Учитель_Хімія_143,Хімія,8-Б,2,2,whole,chemistry
Учитель_Біологія_160,Біологія,8-Б,2,2,whole,bio
Учитель_Географія_162,Географія,8-Б,2,2,whole,standard
Учитель_Історія України_145,Історія України,8-Б,2,2,whole,standard
Учитель_Укр. мова_50,Укр. мова,8-В,3,2,whole,standard
Учитель_Математика_4,Математика,8-В,4,2,whole,standard
Учитель_Англ. мова_79,Англ. мова,8-В,3,2,1,standard
Учитель_Англ. мова_77,Англ. мова,8-В,3,2,2,standard
Учитель_Фізична культура_128,Фізична культура,8-В,3,2,whole,gym
Учитель_Інформатика_19,Інформатика,8-В,2,2,1,it
Учитель_Інформатика_74,Інформатика,8-В,2,2,2,it
Учитель_Фізика_164,Фізика,8-В,2,2,whole,physics
Учитель_Хімія_129,Хімія,8-В,2,2,whole,chemistry
Учитель_Біологія_161,Біологія,8-В,2,2,whole,bio
Учитель_Географія_162,Географія,8-В,2,2,whole,standard
Учитель_Історія України_150,Історія України,8-В,2,2,whole,standard
Учитель_Укр. мова_131,Укр. мова,8-Г,3,2,whole,standard
Учитель_Математика_5,Математика,8-Г,4,2,whole,standard
Учитель_Англ. мова_66,Англ. мова,8-Г,3,2,1,standard
Учитель_Англ. мова_18,Англ. мова,8-Г,3,2,2,standard
Учитель_Фізична культура_117,Фізична культура,8-Г,3,2,whole,gym
Учитель_Інформатика_100,Інформатика,8-Г,2,2,1,it
Учитель_Інформатика_151,Інформатика,8-Г,2,2,2,it
Учитель_Фізика_164,Фізика,8-Г,2,2,whole,physics
Учитель_Хімія_127,Хімія,8-Г,2,2,whole,chemistry
Учитель_Біологія_165,Біологія,8-Г,2,2,whole,bio
Учитель_Географія_148,Географія,8-Г,2,2,whole,standard
Учитель_Історія України_150,Історія України,8-Г,2,2,whole,standard
Учитель_Укр. мова_149,Укр. мова,8-Д,3,2,whole,standard
Учитель_Математика_14,Математика,8-Д,4,2,whole,standard
Учитель_Англ. мова_13,Англ. мова,8-Д,3,2,1,standard
Учитель_Англ. мова_8,Англ. мова,8-Д,3,2,2,standard
Учитель_Фізична культура_115,Фізична культура,8-Д,3,2,whole,gym
Учитель_Інформатика_154,Інформатика,8-Д,2,2,1,it
Учитель_Інформатика_155,Інформатика,8-Д,2,2,2,it
Учитель_Фізика_130,Фізика,8-Д,2,2,whole,physics
Учитель_Хімія_119,Хімія,8-Д,2,2,whole,chemistry
Учитель_Біологія_165,Біологія,8-Д,2,2,whole,bio
Учитель_Географія_62,Географія,8-Д,2,2,whole,standard
Учитель_Історія України_145,Історія України,8-Д,2,2,whole,standard
Учитель_Укр. мова_166,Укр. мова,8-Е,3,2,whole,standard
Учитель_Математика_21,Математика,8-Е,4,2,whole,standard
Учитель_Англ. мова_8,Англ. мова,8-Е,3,2,1,standard
Учитель_Англ. мова_13,Англ. мова,8-Е,3,2,2,standard
Учитель_Фізична культура_104,Фізична культура,8-Е,3,2,whole,gym
Учитель_Інформатика_155,Інформатика,8-Е,2,2,1,it
Учитель_Інформатика_154,Інформатика,8-Е,2,2,2,it
Учитель_Фізика_118,Фізика,8-Е,2,2,whole,physics
Учитель_Хімія_109,Хімія,8-Е,2,2,whole,chemistry
Учитель_Біологія_161,Біологія,8-Е,2,2,whole,bio
Учитель_Географія_22,Географія,8-Е,2,2,whole,standard
Учитель_Історія України_138,Історія України,8-Е,2,2,whole,standard
Учитель_Укр. мова_170,Укр. мова,8-Ж,3,2,whole,standard
Учитель_Математика_47,Математика,8-Ж,4,2,whole,standard
Учитель_Англ. мова_18,Англ. мова,8-Ж,3,2,1,standard
Учитель_Англ. мова_66,Англ. мова,8-Ж,3,2,2,standard
Учитель_Фізична культура_87,Фізична культура,8-Ж,3,2,whole,gym
Учитель_Інформатика_151,Інформатика,8-Ж,2,2,1,it
Учитель_Інформатика_100,Інформатика,8-Ж,2,2,2,it
Учитель_Фізика_111,Фізика,8-Ж,2,2,whole,physics
Учитель_Хімія_93,Хімія,8-Ж,2,2,whole,chemistry
Учитель_Біологія_160,Біологія,8-Ж,2,2,whole,bio
Учитель_Географія_22,Географія,8-Ж,2,2,whole,standard
Учитель_Історія України_135,Історія України,8-Ж,2,2,whole,standard
Учитель_Укр. мова_170,Укр. мова,8-З,3,2,whole,standard
Учитель_Математика_101,Математика,8-З,4,2,whole,standard
Учитель_Англ. мова_77,Англ. мова,8-З,3,2,1,standard
Учитель_Англ. мова_79,Англ. мова,8-З,3,2,2,standard
Учитель_Фізична культура_53,Фізична культура,8-З,3,2,whole,gym
Учитель_Інформатика_74,Інформатика,8-З,2,2,1,it
Учитель_Інформатика_19,Інформатика,8-З,2,2,2,it
Учитель_Фізика_108,Фізика,8-З,2,2,whole,physics
Учитель_Хімія_89,Хімія,8-З,2,2,whole,chemistry
Учитель_Біологія_153,Біологія,8-З,2,2,whole,bio
Учитель_Географія_62,Географія,8-З,2,2,whole,standard
Учитель_Історія України_124,Історія України,8-З,2,2,whole,standard
Учитель_Укр. мова_166,Укр. мова,8-И,3,2,whole,standard
Учитель_Математика_142,Математика,8-И,4,2,whole,standard
Учитель_Англ. мова_83,Англ. мова,8-И,3,2,1,standard
Учитель_Англ. мова_97,Англ. мова,8-И,3,2,2,standard
Учитель_Фізична культура_35,Фізична культура,8-И,3,2,whole,gym
Учитель_Інформатика_19,Інформатика,8-И,2,2,1,it
Учитель_Інформатика_74,Інформатика,8-И,2,2,2,it
Учитель_Фізика_84,Фізика,8-И,2,2,whole,physics
Учитель_Хімія_78,Хімія,8-И,2,2,whole,chemistry
Учитель_Біологія_134,Біологія,8-И,2,2,whole,bio
Учитель_Географія_148,Географія,8-И,2,2,whole,standard
Учитель_Історія України_102,Історія України,8-И,2,2,whole,standard
Учитель_Укр. мова_149,Укр. мова,8-К,3,2,whole,standard
Учитель_Математика_167,Математика,8-К,4,2,whole,standard
Учитель_Англ. мова_113,Англ. мова,8-К,3,2,1,standard
Учитель_Англ. мова_132,Англ. мова,8-К,3,2,2,standard
Учитель_Фізична культура_33,Фізична культура,8-К,3,2,whole,gym
Учитель_Інформатика_100,Інформатика,8-К,2,2,1,it
Учитель_Інформатика_151,Інформатика,8-К,2,2,2,it
Учитель_Фізика_81,Фізика,8-К,2,2,whole,physics
Учитель_Хімія_58,Хімія,8-К,2,2,whole,chemistry
Учитель_Біологія_123,Біологія,8-К,2,2,whole,bio
Учитель_Географія_162,Географія,8-К,2,2,whole,standard
Учитель_Історія України_94,Історія України,8-К,2,2,whole,standard
Учитель_Укр. мова_131,Укр. мова,9-А,3,2,whole,standard
Учитель_Математика_168,Математика,9-А,4,2,whole,standard
Учитель_Англ. мова_136,Англ. мова,9-А,3,2,1,standard
Учитель_Англ. мова_140,Англ. мова,9-А,3,2,2,standard
Учитель_Фізична культура_33,Фізична культура,9-А,3,2,whole,gym
Учитель_Інформатика_154,Інформатика,9-А,2,2,1,it
Учитель_Інформатика_155,Інформатика,9-А,2,2,2,it
Учитель_Фізика_67,Фізика,9-А,2,2,whole,physics
Учитель_Хімія_45,Хімія,9-А,2,2,whole,chemistry
Учитель_Біологія_91,Біологія,9-А,2,2,whole,bio
Учитель_Географія_162,Географія,9-А,2,2,whole,standard
Учитель_Історія України_73,Історія України,9-А,2,2,whole,standard
Учитель_Укр. мова_50,Укр. мова,9-Б,3,2,whole,standard
Учитель_Математика_168,Математика,9-Б,4,2,whole,standard
Учитель_Англ. мова_144,Англ. мова,9-Б,3,2,1,standard
Учитель_Англ. мова_146,Англ. мова,9-Б,3,2,2,standard
Учитель_Фізична культура_35,Фізична культура,9-Б,3,2,whole,gym
Учитель_Інформатика_155,Інформатика,9-Б,2,2,1,it
Учитель_Інформатика_154,Інформатика,9-Б,2,2,2,it
Учитель_Фізика_65,Фізика,9-Б,2,2,whole,physics
Учитель_Хімія_6,Хімія,9-Б,2,2,whole,chemistry
Учитель_Біологія_68,Біологія,9-Б,2,2,whole,bio
Учитель_Географія_148,Географія,9-Б,2,2,whole,standard
Учитель_Історія України_69,Історія України,9-Б,2,2,whole,standard
Учитель_Укр. мова_48,Укр. мова,9-В,3,2,whole,standard
Учитель_Математика_167,Математика,9-В,4,2,whole,standard
Учитель_Англ. мова_156,Англ. мова,9-В,3,2,1,standard
Учитель_Англ. мова_156,Англ. мова,9-В,3,2,2,standard
Учитель_Фізична культура_53,Фізична культура,9-В,3,2,whole,gym
Учитель_Інформатика_151,Інформатика,9-В,2,2,1,it
Учитель_Інформатика_100,Інформатика,9-В,2,2,2,it
Учитель_Фізика_63,Фізика,9-В,2,2,whole,physics
Учитель_Хімія_6,Хімія,9-В,2,2,whole,chemistry
Учитель_Біологія_64,Біологія,9-В,2,2,whole,bio
Учитель_Географія_62,Географія,9-В,2,2,whole,standard
Учитель_Історія України_39,Історія України,9-В,2,2,whole,standard
Учитель_Укр. мова_36,Укр. мова,9-Г,3,2,whole,standard
Учитель_Математика_142,Математика,9-Г,4,2,whole,standard
Учитель_Англ. мова_146,Англ. мова,9-Г,3,2,1,standard
Учитель_Англ. мова_144,Англ. мова,9-Г,3,2,2,standard
Учитель_Фізична культура_87,Фізична культура,9-Г,3,2,whole,gym
Учитель_Інформатика_74,Інформатика,9-Г,2,2,1,it
Учитель_Інформатика_19,Інформатика,9-Г,2,2,2,it
Учитель_Фізика_38,Фізика,9-Г,2,2,whole,physics
Учитель_Хімія_45,Хімія,9-Г,2,2,whole,chemistry
Учитель_Біологія_61,Біологія,9-Г,2,2,whole,bio
Учитель_Географія_22,Географія,9-Г,2,2,whole,standard
Учитель_Історія України_34,Історія України,9-Г,2,2,whole,standard
Учитель_Укр. мова_25,Укр. мова,9-Д,3,2,whole,standard
Учитель_Математика_101,Математика,9-Д,4,2,whole,standard
Учитель_Англ. мова_140,Англ. мова,9-Д,3,2,1,standard
Учитель_Англ. мова_136,Англ. мова,9-Д,3,2,2,standard
Учитель_Фізична культура_104,Фізична культура,9-Д,3,2,whole,gym
Учитель_Інформатика_19,Інформатика,9-Д,2,2,1,it
Учитель_Інформатика_74,Інформатика,9-Д,2,2,2,it
Учитель_Фізика_32,Фізика,9-Д,2,2,whole,physics
Учитель_Хімія_58,Хімія,9-Д,2,2,whole,chemistry
Учитель_Біологія_54,Біологія,9-Д,2,2,whole,bio
Учитель_Географія_22,Географія,9-Д,2,2,whole,standard
Учитель_Історія України_31,Історія України,9-Д,2,2,whole,standard
Учитель_Укр. мова_24,Укр. мова,9-Е,3,2,whole,standard
Учитель_Математика_47,Математика,9-Е,4,2,whole,standard
Учитель_Англ. мова_132,Англ. мова,9-Е,3,2,1,standard
Учитель_Англ. мова_113,Англ. мова,9-Е,3,2,2,standard
Учитель_Фізична культура_115,Фізична культура,9-Е,3,2,whole,gym
Учитель_Інформатика_100,Інформатика,9-Е,2,2,1,it
Учитель_Інформатика_151,Інформатика,9-Е,2,2,2,it
Учитель_Фізика_10,Фізика,9-Е,2,2,whole,physics
Учитель_Хімія_78,Хімія,9-Е,2,2,whole,chemistry
Учитель_Біологія_51,Біологія,9-Е,2,2,whole,bio
Учитель_Географія_62,Географія,9-Е,2,2,whole,standard
Учитель_Історія України_17,Історія України,9-Е,2,2,whole,standard
Учитель_Укр. мова_23,Укр. мова,9-Ж,3,2,whole,standard
Учитель_Математика_21,Математика,9-Ж,4,2,whole,standard
Учитель_Англ. мова_97,Англ. мова,9-Ж,3,2,1,standard
Учитель_Англ. мова_83,Англ. мова,9-Ж,3,2,2,standard
Учитель_Фізична культура_117,Фізична культура,9-Ж,3,2,whole,gym
Учитель_Інформатика_154,Інформатика,9-Ж,2,2,1,it
Учитель_Інформатика_155,Інформатика,9-Ж,2,2,2,it
Учитель_Фізика_10,Фізика,9-Ж,2,2,whole,physics
Учитель_Хімія_89,Хімія,9-Ж,2,2,whole,chemistry
Учитель_Біологія_49,Біологія,9-Ж,2,2,whole,bio
Учитель_Географія_148,Географія,9-Ж,2,2,whole,standard
Учитель_Історія України_17,Історія України,9-Ж,2,2,whole,standard
Учитель_Укр. мова_1,Укр. мова,9-З,3,2,whole,standard
Учитель_Математика_14,Математика,9-З,4,2,whole,standard
Учитель_Англ. мова_79,Англ. мова,9-З,3,2,1,standard
Учитель_Англ. мова_77,Англ. мова,9-З,3,2,2,standard
Учитель_Фізична культура_128,Фізична культура,9-З,3,2,whole,gym
Учитель_Інформатика_155,Інформатика,9-З,2,2,1,it
Учитель_Інформатика_154,Інформатика,9-З,2,2,2,it
Учитель_Фізика_32,Фізика,9-З,2,2,whole,physics
Учитель_Хімія_93,Хімія,9-З,2,2,whole,chemistry
Учитель_Біологія_46,Біологія,9-З,2,2,whole,bio
Учитель_Географія_162,Географія,9-З,2,2,whole,standard
Учитель_Історія України_31,Історія України,9-З,2,2,whole,standard
Учитель_Укр. мова_1,Укр. мова,9-И,3,2,whole,standard
Учитель_Математика_5,Математика,9-И,4,2,whole,standard
Учитель_Англ. мова_66,Англ. мова,9-И,3,2,1,standard
Учитель_Англ. мова_18,Англ. мова,9-И,3,2,2,standard
Учитель_Фізична культура_128,Фізична культура,9-И,3,2,whole,gym
Учитель_Інформатика_151,Інформатика,9-И,2,2,1,it
Учитель_Інформатика_100,Інформатика,9-И,2,2,2,it
Учитель_Фізика_38,Фізика,9-И,2,2,whole,physics
Учитель_Хімія_109,Хімія,9-И,2,2,whole,chemistry
Учитель_Біологія_46,Біологія,9-И,2,2,whole,bio
Учитель_Географія_162,Географія,9-И,2,2,whole,standard
Учитель_Історія України_34,Історія України,9-И,2,2,whole,standard
Учитель_Укр. мова_23,Укр. мова,9-К,3,2,whole,standard
Учитель_Математика_4,Математика,9-К,4,2,whole,standard
Учитель_Англ. мова_13,Англ. мова,9-К,3,2,1,standard
Учитель_Англ. мова_8,Англ. мова,9-К,3,2,2,standard
Учитель_Фізична культура_117,Фізична культура,9-К,3,2,whole,gym
Учитель_Інформатика_74,Інформатика,9-К,2,2,1,it
Учитель_Інформатика_19,Інформатика,9-К,2,2,2,it
Учитель_Фізика_63,Фізика,9-К,2,2,whole,physics
Учитель_Хімія_119,Хімія,9-К,2,2,whole,chemistry
Учитель_Біологія_49,Біологія,9-К,2,2,whole,bio
Учитель_Географія_148,Географія,9-К,2,2,whole,standard
Учитель_Історія України_39,Історія України,9-К,2,2,whole,standard
Учитель_Укр. мова_24,Укр. мова,10-А,3,1,whole,standard
Учитель_Математика_4,Математика,10-А,4,1,whole,standard
Учитель_Англ. мова_8,Англ. мова,10-А,3,1,1,standard
Учитель_Англ. мова_13,Англ. мова,10-А,3,1,2,standard
Учитель_Фізична культура_115,Фізична культура,10-А,3,1,whole,gym
Учитель_Інформатика_19,Інформатика,10-А,2,1,1,it
Учитель_Інформатика_74,Інформатика,10-А,2,1,2,it
Учитель_Фізика_65,Фізика,10-А,2,1,whole,physics
Учитель_Хімія_127,Хімія,10-А,2,1,whole,chemistry
Учитель_Біологія_51,Біологія,10-А,2,1,whole,bio
Учитель_Географія_62,Географія,10-А,2,1,whole,standard
Учитель_Історія України_69,Історія України,10-А,2,1,whole,standard
Учитель_Укр. мова_25,Укр. мова,10-Б,3,1,whole,standard
Учитель_Математика_5,Математика,10-Б,4,1,whole,standard
Учитель_Англ. мова_18,Англ. мова,10-Б,3,1,1,standard
Учитель_Англ. мова_66,Англ. мова,10-Б,3,1,2,standard
Учитель_Фізична культура_104,Фізична культура,10-Б,3,1,whole,gym
Учитель_Інформатика_100,Інформатика,10-Б,2,1,1,it
Учитель_Інформатика_151,Інформатика,10-Б,2,1,2,it
Учитель_Фізика_67,Фізика,10-Б,2,1,whole,physics
Учитель_Хімія_129,Хімія,10-Б,2,1,whole,chemistry
Учитель_Біологія_54,Біологія,10-Б,2,1,whole,bio
Учитель_Географія_22,Географія,10-Б,2,1,whole,standard
Учитель_Історія України_73,Історія України,10-Б,2,1,whole,standard
Учитель_Укр. мова_36,Укр. мова,10-В,3,1,whole,standard
Учитель_Математика_14,Математика,10-В,4,1,whole,standard
Учитель_Англ. мова_77,Англ. мова,10-В,3,1,1,standard
Учитель_Англ. мова_79,Англ. мова,10-В,3,1,2,standard
Учитель_Фізична культура_87,Фізична культура,10-В,3,1,whole,gym
Учитель_Інформатика_154,Інформатика,10-В,2,1,1,it
Учитель_Інформатика_155,Інформатика,10-В,2,1,2,it
Учитель_Фізика_81,Фізика,10-В,2,1,whole,physics
Учитель_Хімія_143,Хімія,10-В,2,1,whole,chemistry
Учитель_Біологія_61,Біологія,10-В,2,1,whole,bio
Учитель_Географія_22,Географія,10-В,2,1,whole,standard
Учитель_Історія України_94,Історія України,10-В,2,1,whole,standard
Учитель_Укр. мова_48,Укр. мова,10-Г,3,1,whole,standard
Учитель_Математика_21,Математика,10-Г,4,1,whole,standard
Учитель_Англ. мова_83,Англ. мова,10-Г,3,1,1,standard
Учитель_Англ. мова_97,Англ. мова,10-Г,3,1,2,standard
Учитель_Фізична культура_53,Фізична культура,10-Г,3,1,whole,gym
Учитель_Інформатика_155,Інформатика,10-Г,2,1,1,it
Учитель_Інформатика_154,Інформатика,10-Г,2,1,2,it
Учитель_Фізика_84,Фізика,10-Г,2,1,whole,physics
Учитель_Хімія_143,Хімія,10-Г,2,1,whole,chemistry
Учитель_Біологія_64,Біологія,10-Г,2,1,whole,bio
Учитель_Географія_62,Географія,10-Г,2,1,whole,standard
Учитель_Історія України_102,Історія України,10-Г,2,1,whole,standard
Учитель_Укр. мова_50,Укр. мова,10-Д,3,1,whole,standard
Учитель_Математика_47,Математика,10-Д,4,1,whole,standard
Учитель_Англ. мова_113,Англ. мова,10-Д,3,1,1,standard
Учитель_Англ. мова_132,Англ. мова,10-Д,3,1,2,standard
Учитель_Фізична культура_35,Фізична культура,10-Д,3,1,whole,gym
Учитель_Інформатика_151,Інформатика,10-Д,2,1,1,it
Учитель_Інформатика_100,Інформатика,10-Д,2,1,2,it
Учитель_Фізика_108,Фізика,10-Д,2,1,whole,physics
Учитель_Хімія_129,Хімія,10-Д,2,1,whole,chemistry
Учитель_Біологія_68,Біологія,10-Д,2,1,whole,bio
Учитель_Географія_148,Географія,10-Д,2,1,whole,standard
Учитель_Історія України_124,Історія України,10-Д,2,1,whole,standard
Учитель_Укр. мова_131,Укр. мова,10-Е,3,1,whole,standard
Учитель_Математика_101,Математика,10-Е,4,1,whole,standard
Учитель_Англ. мова_136,Англ. мова,10-Е,3,1,1,standard
Учитель_Англ. мова_140,Англ. мова,10-Е,3,1,2,standard
Учитель_Фізична культура_33,Фізична культура,10-Е,3,1,whole,gym
Учитель_Інформатика_74,Інформатика,10-Е,2,1,1,it
